year,date,tournament,level,division,category,placement,total_teams,school,city,state
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,27,29,Turtle Rock Elementary School,Irvine,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,28,29,Turtle Rock Elementary School,Irvine,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,29,29,Santiago Hills Elementary School,Irvine,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,30,29,Santiago Hills Elementary School,Irvine,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,31,29,Santiago Hills Elementary School,Irvine,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,32,29,Vista Verde K-8 School,Irvine,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,33,29,Dysinger Elementary School,,CA
2024,2024-04-13,2024-04-13_sCA_orange_county_regional_a,Regionals,A,sca_regional,34,29,Dysinger Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,1,54,Baldwin Academy,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,2,54,Bixby Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,3,54,California Elementary School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,4,54,Cedarlane Academy,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,5,54,Del Valle Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,6,54,Fairgrove Academy,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,7,54,Grandview College Preparatory Academy,Valinda,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,8,54,Grazide Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,9,54,Kwis Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,10,54,Lassalette School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,11,54,Los Altos Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,12,54,Los Molinos Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,13,54,Los Robles Academy,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,14,54,Mesa Robles Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,15,54,Nelson Elementary School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,16,54,Palm Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,17,54,Sparks Elementary School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,18,54,Sunset Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,19,54,Valinda School of Academics,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,20,54,Wedgeworth Elementary School,Hacienda Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,21,54,Wing Lane Elementary School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,22,54,Workman Elementary School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,23,54,Rancho Santa Gertrudes Elementary School,Santa Fe Springs,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,24,54,New Temple Elementary School,South El Monte,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,25,54,La Canada Elementary School,La Canada,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,26,54,Cornerstone School at Pedregal,Rancho Palos Verdes,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,27,54,Cornerstone School at Pedregal,Rancho Palos Verdes,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,28,54,Plymouth Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,29,54,Emperor Elementary School,San Gabriel,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,30,54,Longden Elementary School,Temple City,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,31,54,Van Deene Elementary School,Torrance,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,32,54,Northam Elementary School,La Puente,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,33,54,Colfax Charter Elementary School,Valley Village,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,34,54,Dahlia Heights Elementary School,Eagle Rock,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,35,54,Blandford Elementary School,Rowland Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,36,54,Field Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,37,54,Field Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,38,54,Roscomare Road Elementary School,Los Angeles,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,39,54,Bell Gardens Elementary School,Bell Gardens,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,40,54,Bell Gardens Elementary School,Bell Gardens,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,41,54,Rowland Elementary School,Rowland Heights,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,42,54,Westminster Ave Elementary School,Venice,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,43,54,Bandini Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,44,54,Bandini Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,45,54,Emma W. Shuey Elementary School,Rosemead,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,46,54,Emma W. Shuey Elementary School,Rosemead,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,47,54,Rowan Avenue Elementary School,,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,48,54,Park Western Place Elementary School,San Pedro,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,49,54,Cloverly Elementary School,Temple City,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,50,54,Cyrus J Morris Elementary School,Walnut,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,51,54,Eagle Rock Elementary & Magnet Center,Los Angeles,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,52,54,Rosewood Park STEAM Academy,Commerce,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,53,54,Paradise Canyon Elementary School,La Canada,CA
2024,2024-04-27,2024-04-27_sCA_los_angeles_regional_a,Regionals,A,sca_regional,54,54,Tine's Academy,,CA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,1,60,Sierra Vista Middle School,Irvine,CA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,2,60,Kennedy Middle School,Cupertino,CA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,3,60,Jay M. Robinson Middle School,Charlotte,NC
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,4,60,Piedmont Middle School,Charlotte,NC
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,5,60,Seven Bridges Middle School,Chappaqua,NY
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,6,60,I.S. 98 Bay Academy for the Arts and Sciences,Brooklyn,NY
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,7,60,East Middle School,Plymouth,MI
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,8,60,Slauson Middle School,Ann Arbor,MI
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,9,60,Daniel Wright Junior High School,Lincolnshire,IL
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,10,60,Marie Murphy School,Wilmette,IL
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,11,60,Solon Middle School,Solon,OH
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,12,60,Mason Middle School,Mason,OH
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,13,60,Springhouse Middle School,Allentown,PA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,14,60,Harlan Rowe Middle School,Athens,PA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,15,60,BASIS Cedar Park,Cedar Park,TX
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,16,60,Beckendorff Junior High School,Katy,TX
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,17,60,Fulton Science Academy,Alpharetta,GA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,18,60,Dodgen Middle School,Marietta,GA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,19,60,Longfellow Middle School,Falls Church,VA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,20,60,Cooper Middle School,McLean,VA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,21,60,Pembroke Hill School,Kansas City,MO
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,22,60,Ladue Middle School,St. Louis,MO
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,23,60,Orlando Science Middle School,Orlando,FL
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,24,60,River City Science Academy Middle-High School,Jacksonville,FL
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,25,60,Thomas Jefferson Middle School,Valparaiso,IN
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,26,60,Wilbur Wright Middle School,Munster,IN
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,27,60,Hamilton Middle School,Madison,WI
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,28,60,Cedar Springs Homeschool,Knoxville,TN
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,29,60,Evergreen Middle School,Redmond,WA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,30,60,Pleasant Ridge Middle School,Overland Park,KS
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,31,60,Burleigh Manor Middle School,Ellicott City,MD
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,32,60,Preston Middle School,Fort Collins,CO
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,33,60,Community Middle School,Plainsboro,NJ
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,34,60,Wachter Middle School,Bismarck,ND
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,35,60,Brownell Talbot College Preparatory School,Omaha,NE
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,36,60,Corvallis Middle School,Corvallis,MT
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,37,60,Liberty Middle School,Madison,AL
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,38,60,Delaware Valley Classical School,New Castle,DE
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,39,60,Albuquerque Academy,Albuquerque,NM
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,40,60,Jonas Clarke Middle School,Lexington,MA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,41,60,Casady School,Oklahoma City,OK
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,42,60,North Oldham Middle School,Goshen,KY
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,43,60,Highlands Intermediate School,Pearl City,HI
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,44,60,Saint Joseph's Catholic School,Boise,ID
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,45,60,Chippewa Middle School,St. Paul,MN
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,46,60,Bedford Middle School,Westport,CT
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,47,60,Stoller Middle School,Portland,OR
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,48,60,Kickemuit Middle School,Warren,RI
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,49,60,Paragon Science Academy,Chandler,AZ
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,50,60,Holmes Junior High School,Cedar Falls,IA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,51,60,Barnette Magnet School,Fairbanks,AK
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,52,60,Parklane Academy,McComb,MS
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,53,60,Saint Anthony Tri-Parish Catholic School,Casper,WY
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,54,60,LISA Academy West Middle School,Little Rock,AR
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,55,60,Davidson Academy,Reno,NV
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,56,60,Glasgow Middle School,Baton Rouge,LA
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,57,60,Fairfield Junior High School,Kaysville,UT
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,58,60,Yankton Middle School,Yankton,SD
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,59,60,Conners Emerson School,Bar Harbor,ME
2024,2024-05-25,2024-05-25_nationals_b,Nationals,B,nationals,60,60,Clinton Middle School,Clinton,SC
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,1,60,Syosset High School,Syosset,NY
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,2,60,Ward Melville High School,East Setauket,NY
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,3,60,Troy High School,Fullerton,CA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,4,60,Monta Vista High School,Cupertino,CA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,5,60,William G. Enloe High School,Raleigh,NC
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,6,60,North Carolina School of Science and Mathematics,Durham,NC
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,7,60,Harriton High School,Rosemont,PA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,8,60,Cumberland Valley High School,Mechanicsburg,PA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,9,60,New Trier Township High School,Winnetka,IL
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,10,60,Adlai E. Stevenson High School,Lincolnshire,IL
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,11,60,Pioneer High School,Ann Arbor,MI
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,12,60,Novi High School,Novi,MI
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,13,60,Boca Raton Community High School,Boca Raton,FL
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,14,60,F.W. Buchholz High School,Gainesville,FL
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,15,60,Solon High School,Solon,OH
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,16,60,Mason High School,Mason,OH
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,17,60,Fulton Science Academy,Alpharetta,GA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,18,60,Chattahoochee High School,Johns Creek,GA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,19,60,Seven Lakes High School,Katy,TX
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,20,60,William P. Clements High School,Sugar Land,TX
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,21,60,Thomas Jefferson High School for Science and Technology,Alexandria,VA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,22,60,Marquette University High School,Milwaukee,WI
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,23,60,Ladue Horton Watkins High School,St. Louis,MO
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,24,60,Montgomery High School,Skillman,NJ
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,25,60,Carmel High School,Carmel,IN
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,26,60,Centennial High School,Ellicott City,MD
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,27,60,Acton-Boxborough Regional High School,Acton,MA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,28,60,Ravenwood High School,Brentwood,TN
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,29,60,Tesla STEM High School,Redmond,WA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,30,60,Mounds View High School,Arden Hills,MN
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,31,60,Homeschool Science Colorado,Colorado Springs,CO
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,32,60,Lincoln Science Focus Program High School,Lincoln,NE
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,33,60,Blue Valley North High School,Overland Park,KS
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,34,60,West Windsor-Plainsboro High School North,Plainsboro,NJ
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,35,60,South Windsor High School,South Windsor,CT
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,36,60,Alabama School of Fine Arts,Birmingham,AL
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,37,60,Charter School of Wilmington,Wilmington,DE
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,38,60,Hamilton High School,Hamilton,MT
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,39,60,University High School,Tucson,AZ
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,40,60,duPont Manual High School,Louisville,KY
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,41,60,Albuquerque Academy,Albuquerque,NM
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,42,60,Iolani School,Honolulu,HI
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,43,60,Ames High School,Ames,IA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,44,60,Jesuit High School,Portland,OR
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,45,60,Ed W. Clark High School,Las Vegas,NV
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,46,60,Lebanon High School,Lebanon,NH
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,47,60,Barrington High School,Barrington,RI
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,48,60,Clinton High School,Clinton,SC
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,49,60,Waterford School,Sandy,UT
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,50,60,Casady School,Oklahoma City,OK
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,51,60,Pembroke Hill School,Kansas City,MO
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,52,60,Bentonville West High School,Centerton,AR
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,53,60,Kelly Walsh High School,Casper,WY
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,54,60,Waynflete School,Portland,ME
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,55,60,"BASIS Washington, D.C.",Washington,DC
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,56,60,Baton Rouge Magnet High School,Baton Rouge,LA
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,57,60,Morgantown High School,Morgantown,WV
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,58,60,Madison West High School,Madison,WI
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,59,60,Burr and Burton Academy,Manchester,VT
2024,2024-05-25,2024-05-25_nationals_c,Nationals,C,nationals,60,60,Langley High School,McLean,VA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,1,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,2,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,3,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,4,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,5,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,6,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,7,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,8,31,Albany Middle School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,9,31,Canyon Middle School,Castro Valley,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,10,31,Canyon Middle School,Castro Valley,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,11,31,Challenger School - Ardenwood,Newark,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,12,31,BASIS Independent Fremont,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,13,31,BASIS Independent Fremont,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,14,31,BASIS Independent Fremont,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,15,31,BASIS Independent Fremont,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,16,31,Creekside Middle School,Castro Valley,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,17,31,Creekside Middle School,Castro Valley,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,18,31,East Bay Innovation Academy Lower School,Oakland,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,19,31,East Bay Innovation Academy Lower School,Oakland,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,20,31,Escuela Bilingüe Internacional,Emeryville,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,21,31,Escuela Bilingüe Internacional,Emeryville,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,23,31,Eleanor Murray Fallon Middle School,Dublin,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,24,31,Eleanor Murray Fallon Middle School,Dublin,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,25,31,Quarry Lane School,Dublin,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,26,31,Thornton Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,27,31,Thornton Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,28,31,Thornton Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,29,31,Thornton Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,30,31,G.M. Walters Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,31,31,William Hopkins Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_b,Regionals,B,nca_regional,32,31,William Hopkins Middle School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,1,39,Albany High School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,2,39,Albany High School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,3,39,Albany High School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,4,39,Albany High School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,5,39,Albany High School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,6,39,Albany High School,Albany,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,7,39,Livermore High School,Livermore,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,8,39,Livermore High School,Livermore,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,9,39,Mission San Jose High School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,10,39,Mission San Jose High School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,11,39,American High School,Fremont,CA
2025,2025-02-08,2025-02-08_nCA_alameda_county_regional_c,Regionals,C,nca_regional,12,39,American High School,Fremont,CA
